code_id, code_header_id, code_name, code_description, code_sort_order, valid_from, valid_to, created_at,updated_at, created_by_user_id, updated_by_user_id
3196,119,NE,"Nesting, female on nest",1,2007-08-28 00:00:00,2009-10-09 00:00:00,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
3197,119,NP,"Nesting, prey delivery to nest",2,2007-08-28 00:00:00,2009-10-09 00:00:00,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
3198,119,UN,Unknown,4,2007-08-28 00:00:00,2009-10-09 00:00:00,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
3199,120,S1,Sub-adult First Year,10,2007-08-28 00:00:00,2015-07-30 00:00:00,2007-08-28 00:00:00,2015-07-30 00:00:00,1,1
3200,122,S,Single,1,2007-08-28 00:00:00,2009-10-09 00:00:00,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
3201,122,P,Pair,2,2007-08-28 00:00:00,2009-10-09 00:00:00,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
3202,122,UN,Unknown,3,2007-08-28 00:00:00,2009-10-09 00:00:00,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
3203,74,9,Peace,9,2007-08-31 00:00:00,2009-10-09 00:00:00,2007-08-31 00:00:00,2009-10-09 00:00:00,1,1
3204,74,PW,Province-wide,,2007-10-29 00:00:00,2016-03-14 00:00:00,2007-10-29 00:00:00,2016-03-14 00:00:00,1,1
3205,15,SI,Sign,8,2008-01-15 00:00:00,2019-10-31 00:00:00,2008-01-15 00:00:00,2019-10-31 00:00:00,1,1
3206,124,AL,Alert,1,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3207,124,AP,Avoiding Pests,2,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3208,124,BA,Basking,3,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3209,124,BE,Bedding,4,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3210,124,BU,Building,5,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3211,124,CA,Casting,6,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3212,124,CO,Courting,7,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3213,124,DE,Denning,9,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3214,124,DI,Disturbed,10,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3215,124,DR,Drinking,11,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3216,124,EX,Excreting,12,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3217,124,FD,Feeding,13,2008-01-15 00:00:00,2008-12-05 00:00:00,2008-01-15 00:00:00,2008-12-05 00:00:00,1,1
3218,124,FL,Fleeing,14,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3219,124,GR,Grooming,16,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3220,124,HI,Hibernating,17,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3221,124,HU,Hunting,18,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3222,124,IN,Incubating,20,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3223,124,LI,Living,21,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3224,124,MD,Migrating Daily,22,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3225,124,RR,Rearing,26,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3226,124,TE,Territoriality,28,2008-01-15 00:00:00,2008-12-05 00:00:00,2008-01-15 00:00:00,2008-12-05 00:00:00,1,1
3227,124,TF,"Traveling, Flying",29,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3228,124,TP,Traveling on a Path,31,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3229,124,TR,"Traveling, Running",32,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3230,124,TS,"Traveling, Swimming",33,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3231,124,TW,"Traveling, Walking",35,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3232,124,UR,Urinating,36,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3233,124,MS,Migrating Seasonally,23,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3234,124,FS,"Feeding, salmonid",15,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3235,124,RB,"Reproducing, birthing",24,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3236,124,RE,"Reproducing, eggs",25,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3237,124,IM,Ingesting Minerals,19,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3238,124,SA,Standing,27,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3239,124,TU,"Traveling, Unclassified",34,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3240,124,TO,"Traveling, Other",30,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3241,124,DC,Described in Comments,8,2008-01-15 00:00:00,2008-11-05 00:00:00,2008-01-15 00:00:00,2008-11-05 00:00:00,1,1
3242,125,OP,Owl Pellet,15,2008-01-22 00:00:00,2015-05-29 00:00:00,2008-01-22 00:00:00,2015-05-29 00:00:00,1,1
3243,125,SP,Snake Pellet,18,2008-01-22 00:00:00,2015-05-29 00:00:00,2008-01-22 00:00:00,2015-05-29 00:00:00,1,1
3244,126,CS,Courting Site,4,2008-01-22 00:00:00,2008-12-05 00:00:00,2008-01-22 00:00:00,2008-12-05 00:00:00,1,1
3245,126,SS,Staging Site,7,2008-01-22 00:00:00,2008-12-05 00:00:00,2008-01-22 00:00:00,2008-12-05 00:00:00,1,1
3246,126,HS,Hot Spring,20,2008-01-22 00:00:00,2008-12-05 00:00:00,2008-01-22 00:00:00,2008-12-05 00:00:00,1,1
3247,127,H,Hour,1,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3248,127,D,Day,2,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3249,127,W,Week,3,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3250,127,M,Month,4,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3251,127,Y,Year,5,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3252,127,O,Old (> 1 year),6,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3253,127,UC,Unclassified,7,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3254,127,DC,Described in Comments,8,2008-01-25 00:00:00,2010-12-09 00:00:00,2008-01-25 00:00:00,2010-12-09 00:00:00,1,1
3255,128,M2,DEN%,1,2008-01-29 00:00:00,2018-07-27 00:00:00,2008-01-29 00:00:00,2018-07-27 00:00:00,1,1
3256,128,DC,Described in Comments,5,2008-01-29 00:00:00,2008-01-29 00:00:00,2008-01-29 00:00:00,2008-01-29 00:00:00,1,1
3257,10,UN,Unknown,3,2009-03-30 00:00:00,2018-11-30 00:00:00,2009-03-30 00:00:00,2018-11-30 00:00:00,1,1
3258,130,FR,Forest Related,49,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3259,130,BS,Bush or Scrub land,80,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3260,130,RS,Rock and/or Exposed soil,69,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3261,130,CG,Cultivated or Agricultural,34,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3262,130,UR,Urban or Residential,79,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3263,130,TC,Transportation or Transmission Corridor,5,2009-06-17 00:00:00,2019-10-31 00:00:00,2009-06-17 00:00:00,2019-10-31 00:00:00,1,1
3264,130,AF,Aquatic - Flowing,19,2009-06-17 00:00:00,2018-05-07 00:00:00,2009-06-17 00:00:00,2018-05-07 00:00:00,1,1
3265,130,AS,Aquatic - Still,17,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3266,130,GA,Garden,71,2009-06-17 00:00:00,2009-06-18 00:00:00,2009-06-17 00:00:00,2009-06-18 00:00:00,1,1
3267,5,LGHT,Arthropod - Light Trap,32,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3268,25,LGBD,Leg band,21,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3269,25,BRND,Branded,7,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3270,25,SWCH,Mammals - Ear switches,9,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3271,25,SHLL,Shell marking,32,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3272,25,DYBD,Dye or Paint,33,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3273,25,PIT,Passive Integrated Transponder,25,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3274,69,SQ,Second quarter,5,2000-12-13 00:00:00,2015-07-27 00:00:00,2000-12-13 00:00:00,2015-07-27 00:00:00,1,1
3275,69,FM,Full Moon,5,2000-12-13 00:00:00,2015-07-27 00:00:00,2000-12-13 00:00:00,2015-07-27 00:00:00,1,1
3276,47,VEG. USED,No Code-set,42,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3277,73,DAWSON CREEK,MOF Prince George Forest Region,11,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3278,73,WILLIAMS LAKE,MOF Cariboo Forest Region,43,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3279,73,CHILCOTIN,MOF Cariboo Forest Region,7,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3280,75,ENE,East North East,4,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3281,75,ESE,East South East,6,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3282,75,SSE,South South East,8,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3283,75,SSW,South South West,10,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3284,75,WSW,West South West,12,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3285,75,NW,North West,15,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3286,47,CAPT MECH,Capture mechanisim,60,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3287,76,1,Class 1,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3288,131,BC,British Columbia,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3289,131,AB,Alberta,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3290,131,SK,Saskatchewan,12,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3291,131,MB,Manitoba,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3292,131,ON,Ontario,9,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3293,131,QC,Quebec,11,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3294,131,NB,New Brunswick,4,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3295,131,NS,Nova Scotia,7,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3296,131,NF,Newfoundland,5,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3297,131,PE,Prince Edward Island,10,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3298,131,YT,Yukon Territory,13,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3299,131,NT,Northwest Territories,6,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3300,131,NU,Nunavut,8,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3301,47,SEX,SEX,59,2003-02-18 00:00:00,2020-10-06 00:00:00,2003-02-18 00:00:00,2020-10-06 00:00:00,1,1
3302,115,E,Egg,8,2003-08-21 00:00:00,2007-03-19 00:00:00,2003-08-21 00:00:00,2007-03-19 00:00:00,1,1
3303,115,N,Nestling or neonate,7,2003-08-21 00:00:00,2007-03-19 00:00:00,2003-08-21 00:00:00,2007-03-19 00:00:00,1,1
3304,115,J,Juvenile,3,2003-08-21 00:00:00,2015-07-30 00:00:00,2003-08-21 00:00:00,2015-07-30 00:00:00,1,1
3305,115,S,Subadult,2,2003-08-21 00:00:00,2008-11-05 00:00:00,2003-08-21 00:00:00,2008-11-05 00:00:00,1,1
3306,115,A,Adult,1,2003-08-21 00:00:00,2007-03-19 00:00:00,2003-08-21 00:00:00,2007-03-19 00:00:00,1,1
3307,115,UC,Unclassified,12,2003-08-21 00:00:00,2007-08-28 00:00:00,2003-08-21 00:00:00,2007-08-28 00:00:00,1,1
3308,14,AN,Antler (not an activity),2,2003-08-21 00:00:00,2008-11-05 00:00:00,2003-08-21 00:00:00,2008-11-05 00:00:00,1,1
3309,14,BP,Body parts (not an activity),7,2003-08-21 00:00:00,2008-11-05 00:00:00,2003-08-21 00:00:00,2008-11-05 00:00:00,1,1
3310,14,CR,Carcass (not an activity),11,2003-08-21 00:00:00,2008-11-05 00:00:00,2003-08-21 00:00:00,2008-11-05 00:00:00,1,1
3311,14,FS,"Feeding, salmonid",21,2003-08-22 00:00:00,2020-03-10 00:00:00,2003-08-22 00:00:00,2020-03-10 00:00:00,1,1
3312,14,RB,"Reproducing, birthing",31,2003-08-22 00:00:00,2019-07-09 00:00:00,2003-08-22 00:00:00,2019-07-09 00:00:00,1,1
3313,14,RE,"Reproducing, eggs",32,2003-08-22 00:00:00,2019-07-09 00:00:00,2003-08-22 00:00:00,2019-07-09 00:00:00,1,1
3314,14,BI,Birthing,6,2000-12-13 00:00:00,2008-11-05 00:00:00,2000-12-13 00:00:00,2008-11-05 00:00:00,1,1
3315,132,N,No,2,2003-11-04 00:00:00,2009-10-09 00:00:00,2003-11-04 00:00:00,2009-10-09 00:00:00,1,1
3316,132,Y,Yes,1,2003-11-04 00:00:00,2009-10-09 00:00:00,2003-11-04 00:00:00,2009-10-09 00:00:00,1,1
3317,29,U,Undetermined,5,2003-11-04 00:00:00,2007-02-22 00:00:00,2003-11-04 00:00:00,2007-02-22 00:00:00,1,1
3318,133,BAT_LB,"M-EPFU, M-LANO",,2004-04-29 00:00:00,2005-05-11 00:00:00,2004-04-29 00:00:00,2005-05-11 00:00:00,1,1
3319,14,IM,Ingesting Minerals,25,2004-11-18 00:00:00,2019-07-09 00:00:00,2004-11-18 00:00:00,2019-07-09 00:00:00,1,1
3320,53,BL,Blocks,10,2005-05-09 00:00:00,2009-06-18 00:00:00,2005-05-09 00:00:00,2009-06-18 00:00:00,1,1
3321,29,L,fLedged,2,2005-05-10 00:00:00,2007-02-22 00:00:00,2005-05-10 00:00:00,2007-02-22 00:00:00,1,1
3322,79,2A,Subclass A of Class 2,,2005-05-10 00:00:00,2005-05-10 00:00:00,2005-05-10 00:00:00,2005-05-10 00:00:00,1,1
3323,79,2B,Subclass B of Class 2,,2005-05-10 00:00:00,2005-05-10 00:00:00,2005-05-10 00:00:00,2005-05-10 00:00:00,1,1
3324,79,2C,Subclass C of Class 2,,2005-05-10 00:00:00,2005-05-10 00:00:00,2005-05-10 00:00:00,2005-05-10 00:00:00,1,1
3325,25,GPS,Global Positioning System,1,2005-06-02 00:00:00,2018-07-16 00:00:00,2005-06-02 00:00:00,2018-07-16 00:00:00,1,1
3326,15,SNOW,Snow,13,2005-06-02 00:00:00,2019-10-31 00:00:00,2005-06-02 00:00:00,2019-10-31 00:00:00,1,1
3327,15,HAIR,Hair Snare,10,2005-06-02 00:00:00,2019-10-31 00:00:00,2005-06-02 00:00:00,2019-10-31 00:00:00,1,1
3328,14,SA,Standing,34,2005-06-28 00:00:00,2019-07-09 00:00:00,2005-06-28 00:00:00,2019-07-09 00:00:00,1,1
3329,14,TU,"Traveling, Unclassified",43,2005-06-28 00:00:00,2020-02-19 00:00:00,2005-06-28 00:00:00,2020-02-19 00:00:00,1,1
3330,14,TO,"Traveling, Other",49,2005-06-28 00:00:00,2019-07-09 00:00:00,2005-06-28 00:00:00,2019-07-09 00:00:00,1,1
3331,47,BEU MODIFIER,BEU_MODIFIERS,5,2005-08-26 00:00:00,2020-10-06 00:00:00,2005-08-26 00:00:00,2020-10-06 00:00:00,1,1
3332,66,RB,"Reproducing, Birthing",,2005-08-26 00:00:00,2005-08-26 00:00:00,2005-08-26 00:00:00,2005-08-26 00:00:00,1,1
3333,134,START,Start,1,2006-03-29 00:00:00,2020-02-19 00:00:00,2006-03-29 00:00:00,2020-02-19 00:00:00,1,1
3334,134,END,End,2,2006-03-29 00:00:00,2020-02-19 00:00:00,2006-03-29 00:00:00,2020-02-19 00:00:00,1,1
3335,47,DETECTED FROM,No Code-set,13,2006-11-21 00:00:00,2020-10-06 00:00:00,2006-11-21 00:00:00,2020-10-06 00:00:00,1,1
3336,47,HUNT ZONE,No Code-set,20,2006-11-21 00:00:00,2020-10-06 00:00:00,2006-11-21 00:00:00,2020-10-06 00:00:00,1,1
3337,47,LOCATION,No Code-set,21,2006-11-21 00:00:00,2020-10-06 00:00:00,2006-11-21 00:00:00,2020-10-06 00:00:00,1,1
3338,135,DC,Described in Comments,7,2007-02-14 00:00:00,2011-06-29 00:00:00,2007-02-14 00:00:00,2011-06-29 00:00:00,1,1
3339,135,GU,Guesstimate,2,2007-02-14 00:00:00,2011-06-29 00:00:00,2007-02-14 00:00:00,2011-06-29 00:00:00,1,1
3340,135,MD,Median,5,2007-02-14 00:00:00,2011-06-29 00:00:00,2007-02-14 00:00:00,2011-06-29 00:00:00,1,1
3341,135,ME,Mean,4,2007-02-14 00:00:00,2011-06-29 00:00:00,2007-02-14 00:00:00,2011-06-29 00:00:00,1,1
3342,135,MO,Mode,6,2007-02-14 00:00:00,2011-06-29 00:00:00,2007-02-14 00:00:00,2011-06-29 00:00:00,1,1
3343,135,TC,Total Count,1,2007-02-14 00:00:00,2011-06-29 00:00:00,2007-02-14 00:00:00,2011-06-29 00:00:00,1,1
3344,136,CA,Call,3,2007-02-14 00:00:00,2009-10-09 00:00:00,2007-02-14 00:00:00,2009-10-09 00:00:00,1,1
3345,136,DC,Described in Comments,5,2007-02-14 00:00:00,2009-10-09 00:00:00,2007-02-14 00:00:00,2009-10-09 00:00:00,1,1
3346,136,DR,Drumming,4,2007-02-14 00:00:00,2009-10-09 00:00:00,2007-02-14 00:00:00,2009-10-09 00:00:00,1,1
3347,136,SO,Song,2,2007-02-14 00:00:00,2009-10-09 00:00:00,2007-02-14 00:00:00,2009-10-09 00:00:00,1,1
3348,136,VI,Visual,1,2007-02-14 00:00:00,2009-10-09 00:00:00,2007-02-14 00:00:00,2009-10-09 00:00:00,1,1
3349,115,DC,Described in Comments,11,2007-02-14 00:00:00,2015-07-30 00:00:00,2007-02-14 00:00:00,2015-07-30 00:00:00,1,1
3350,137,DC,Described in Comments,,2007-02-14 00:00:00,2007-02-20 00:00:00,2007-02-14 00:00:00,2007-02-20 00:00:00,1,1
3351,130,AL,Alkaline pond,6,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3352,130,BE,Beach,6,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3353,130,BF,"Block-fields, -slopes, or -streams",50,2007-02-20 00:00:00,2009-10-09 00:00:00,2007-02-20 00:00:00,2009-10-09 00:00:00,1,1
3354,130,BU,Building,70,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3355,130,CA,Canal,7,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3356,130,CB,Cutbank,51,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3357,130,CF,Cultivated field,30,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3358,130,CH,"Clearcut, herbaceous",41,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3359,130,CL,Cliff,52,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3360,130,CO,Cultivated orchard,31,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3361,130,CS,"Clearcut, shrubby",42,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3362,130,CU,"Clearcut, unvegetated",40,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3363,130,CV,Cultivated vineyard,32,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3364,130,ES,Exposed soil,53,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3365,130,ET,Electrical transmission line,1,2007-02-20 00:00:00,2009-10-09 00:00:00,2007-02-20 00:00:00,2009-10-09 00:00:00,1,1
3366,130,EY,Estuary,9,2007-02-20 00:00:00,2018-05-07 00:00:00,2007-02-20 00:00:00,2018-05-07 00:00:00,1,1
3367,130,FC,"Forest, commercially thinned",43,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3368,130,FM,"Forest, mature",45,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3369,130,FO,"Forest, old",46,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3370,130,FY,"Forest, young",44,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3371,130,GB,Gravel bar,54,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3372,130,GC,Golf course,72,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3373,130,GL,Glacier,81,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3374,130,GP,Gravel pit,55,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3375,130,GR,Grassland,82,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3376,130,LA,Lake,10,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3377,130,LB,Lava bed,56,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3378,130,MO,Moraine,57,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3379,130,MU,Mudflat sediment,58,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3380,130,NB,Nest boxes,84,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3381,130,OW,Shallow open water,12,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3382,130,PA,Pasture,33,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3383,130,PD,Pond,13,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3384,130,PI,Pipeline right-of-way,2,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
3385,130,PS,Permanent snow,85,2007-02-20 00:00:00,2009-06-18 00:00:00,2007-02-20 00:00:00,2009-06-18 00:00:00,1,1
